0,1,2,3
82,13,17,15
69,13,2,14
71,4,82,7
81,9,78,11
82,9,70,10
0,10,71,11
9,12,71,13
22,11,50,14
71,12,70,13
9,8,18,11
19,7,32,9
32,7,68,9
2,9,47,11
81,9,35,16
22,4,49,11
35,13,17,13
24,2,4,2
45,1,35,2
17,2,85,3
50,11,33,13
31,13,50,13
44,11,71,15
73,7,32,9
45,18,71,18
35,6,41,12
2,6,49,11
81,6,72,9
39,8,50,11
81,17,45,2
25,17,71,20
32,9,23,9
71,10,37,13
23,11,74,20
9,12,13,12
75,17,36,20
71,9,50,13
71,18,45,3
71,14,40,20
17,8,82,21
71,8,19,11
81,16,44,19
63,5,56,14
84,11,71,17
75,9,82,11
0,21,22,21
9,20,81,21
71,12,35,13
32,8,35,12
14,5,15,10
14,13,82,16
50,12,51,13
85,10,44,12
84,15,17,17
56,8,55,12
9,8,75,9
35,16,41,20
31,10,16,15
70,13,4,18
82,0,71,0
31,7,36,12
3,22,48,1
7,7,50,7
40,7,51,10
18,21,4,0
4,20,18,23
19,18,32,20
71,15,81,18
23,15,3,16
84,13,50,13
82,18,13,18
45,15,50,16
81,3,45,3
50,17,44,18
82,13,71,13
53,16,40,19
71,7,81,9
8,6,70,7
71,9,50,18
41,8,50,13
68,9,44,10
41,9,8,12
45,7,50,13
25,9,14,21
71,7,82,10
71,5,81,5
28,23,50,5
33,3,32,5
81,13,49,14
10,10,26,15
32,10,26,11
40,11,84,14
31,10,9,16
31,13,35,19
23,9,31,15
24,8,36,20
48,15,32,20
32,12,4,16
39,8,9,20
9,13,81,13
1,7,0,16
32,13,11,13
32,15,11,16
9,7,35,7
71,10,16,13
17,10,71,18
17,9,11,17
18,8,32,11
72,8,71,8
27,11,8,11
84,12,25,20
9,11,82,13
34,13,25,15
36,9,22,11
50,18,82,18
82,7,42,14
32,7,80,14
85,2,27,2
85,21,84,23
0,12,71,14
46,10,35,12
71,6,45,13
1,8,85,8
36,7,16,9
71,15,82,17
50,13,82,13
57,20,82,0
32,15,70,16
76,9,9,10
19,22,0,23
67,1,44,5
61,5,21,7
16,13,41,14
11,9,23,12
35,17,41,21
48,13,27,21
8,12,24,14
84,8,2,10
50,15,35,17
14,8,9,9
15,14,38,15
5,11,15,12
44,17,81,3
32,16,70,17
85,10,80,15
31,14,38,18
50,7,41,12
71,14,45,14
40,4,35,12
13,7,82,13
27,13,25,16
84,4,50,7
31,6,49,12
72,14,24,17
65,6,32,17
47,16,85,19
32,11,47,15
