0,1,2,3
9,10,8,10
8,18,12,20
1,12,9,15
1,11,29,19
1,11,15,12
8,13,19,14
19,16,1,17
4,7,29,14
29,9,19,13
29,9,16,15
11,13,16,19
9,5,15,8
4,0,19,8
8,9,19,13
1,8,9,8
3,12,1,13
2,11,8,13
9,8,3,9
9,15,10,17
2,13,10,20
9,13,15,15
8,9,29,10
4,8,24,10
3,18,29,18
17,12,19,14
29,10,19,11
9,11,2,12
23,21,4,21
24,17,4,17
19,5,8,16
9,16,19,19
8,10,1,10
19,17,16,8
19,1,15,9
15,8,19,10
29,10,2,11
9,12,2,14
22,18,15,19
18,7,9,11
23,7,16,13
3,10,28,11
9,9,18,11
29,4,28,7
29,7,1,8
9,12,8,17
29,7,19,18
4,7,15,16
1,13,9,13
11,6,8,13
3,21,9,21
9,12,19,13
19,9,9,13
11,16,16,18
1,21,18,21
8,21,1,21
8,6,29,12
10,10,8,15
1,10,9,13
1,8,24,11
19,15,29,16
1,7,18,10
18,18,19,18
29,20,9,20
9,10,1,10
1,7,19,10
1,18,19,23
11,9,17,15
1,12,2,15
9,7,16,13
1,11,15,13
9,9,8,10
3,9,9,12
9,2,23,10
9,10,29,10
1,11,16,14
3,11,16,15
1,9,24,15
9,13,16,13
8,7,29,8
29,12,15,12
29,11,3,12
3,12,8,16
2,12,23,13
11,9,23,9
8,13,17,14
18,6,9,12
29,8,8,12
3,9,15,9
11,14,2,16
1,11,9,11
24,1,8,4
29,5,10,7
29,9,4,14
9,11,15,15
3,11,15,13
17,7,4,11
9,8,8,9
1,5,2,7
29,11,15,14
3,6,18,12
9,11,19,15
1,11,9,15
1,9,7,15
19,14,15,17
19,8,15,17
16,9,10,16
9,19,18,19
9,15,18,16
17,15,1,16
13,11,3,12
17,15,15,16
9,15,16,16
9,11,28,13
13,11,3,12
17,15,8,15
9,14,12,15
17,15,29,15
28,12,14,14
9,15,15,16
17,15,15,16
17,14,12,15
28,15,15,16
29,14,16,15
8,15,16,16
15,12,28,13
9,12,14,14
9,13,22,14
17,15,14,15
17,11,3,13
19,14,15,14
9,15,14,16
8,14,18,15
15,14,8,14
9,15,1,15
9,11,18,13
8,16,4,19
8,22,3,0
18,16,29,17
1,4,9,8
29,18,3,1
8,9,19,16
19,12,29,16
9,9,19,14
9,13,14,16
19,1,18,6
3,16,17,18
3,9,9,13
9,17,12,19
8,21,11,21
2,9,19,10
19,21,29,21
1,9,2,9
15,14,29,14
29,17,8,17
2,15,9,16
9,8,18,18
8,13,17,17
29,10,19,14
3,11,11,21
9,16,18,17
8,13,15,13
8,8,9,12
16,8,1,11
10,13,23,14
1,2,23,6
1,9,18,14
9,8,29,11
23,8,2,11
1,11,7,15
1,9,9,10
29,8,15,21
19,5,1,9
9,8,15,11
23,11,11,12
8,8,1,10
23,7,4,12
1,15,29,16
29,17,16,17
8,17,29,17
10,9,3,16
18,17,19,0
7,8,15,12
9,13,10,14
28,6,23,10
10,7,9,7
29,5,9,12
18,9,3,15
29,10,18,19
10,10,13,15
29,9,3,12
1,0,18,11
17,0,4,7
9,10,15,13
28,12,9,22
15,9,1,11
29,9,13,18
29,7,19,16
1,15,15,22
18,11,19,16
15,4,9,11
1,3,11,10
15,9,9,10
13,11,29,12
29,11,9,12
9,12,14,16
15,14,12,16
9,11,15,12
9,11,15,13
18,17,3,19
3,12,18,14
4,12,18,13
24,10,15,11
15,11,9,16
3,11,11,22
9,10,3,12
29,15,3,16
9,7,10,12
19,13,15,15
29,10,19,14
4,9,8,16
18,10,16,12
29,7,1,9
3,11,15,15
15,8,1,11
24,5,8,1
19,9,28,10
8,6,12,6
8,12,9,13
29,15,9,15
4,12,8,15
15,16,19,16
19,11,15,14
3,13,10,15
1,17,15,18
9,9,19,12
1,11,19,14
29,12,9,13
18,9,9,18
15,8,29,9
1,7,19,16
8,7,19,12
19,9,15,9
15,9,17,15
15,9,29,9
18,10,8,11
19,6,16,8
11,3,17,6
8,5,3,8
15,14,29,15
10,6,17,10
23,16,1,16
1,8,3,11
29,11,17,16
4,11,10,12
17,10,28,14
8,7,4,15
1,7,8,9
19,11,9,13
9,11,20,15
9,16,10,18
29,8,16,8
4,11,24,11
15,10,4,11
8,8,1,11
