0,1,2,3
71,14,40,20
17,08,82,21
71,08,19,11
81,16,44,19
63,05,56,14
84,11,71,17
40,10,2,15
9,10,41,10
75,09,82,11
31,08,71,09
0,21,22,21
9,20,81,21
71,12,35,13
32,08,35,12
14,05,15,10
14,13,82,16
50,12,51,13
85,10,44,12
84,15,17,17
56,08,55,12
9,08,75,09
35,16,41,20
31,10,16,15
70,13,4,18
82,00,71,00
31,07,36,12
3,22,48,01
7,07,50,07
27,08,32,13
40,07,51,10
18,21,4,00
4,20,18,23
19,18,32,20
71,15,81,18
23,15,3,16
84,13,50,13
82,18,13,18
45,15,50,16
81,03,45,03
50,17,44,18
82,13,71,13
53,16,40,19
35,11,9,13
71,07,81,09
8,06,70,07
71,09,50,18
41,08,50,13
68,09,44,10
41,09,8,12
45,07,50,13
25,09,14,21
71,07,82,10
71,05,81,05
28,23,50,05
33,03,32,05
31,22,46,07
81,13,49,14
10,10,26,15
32,10,26,11
40,11,84,14
31,10,9,16
31,13,35,19
23,09,31,15
24,08,36,20
48,15,32,20
2,16,25,19
32,12,4,16
37,09,10,14
39,08,9,20
9,13,81,13
1,07,0,16
39,09,21,16
32,13,11,13
32,15,11,16
9,07,35,07
71,10,16,13
17,12,40,13
17,10,71,18
17,09,11,17
18,08,32,11
72,08,71,08
27,11,8,11
82,20,28,01
7,12,82,14
84,12,25,20
73,08,26,14
9,11,82,13
34,13,25,15
36,09,22,11
50,18,82,18
82,07,42,14
32,07,80,14
85,02,27,02
85,21,84,23
0,12,71,14
46,10,35,12
71,06,45,13
1,08,85,08
36,07,16,09
71,15,82,17
50,13,82,13
53,17,0,20
57,20,82,00
13,09,16,12
32,15,70,16
76,09,9,10
19,22,0,23
67,01,44,05
61,05,21,07
16,13,41,14
11,09,23,12
35,17,41,21
48,13,27,21
8,12,24,14
84,08,2,10
50,15,35,17
14,08,9,09
15,14,38,15
69,09,4,15
5,11,15,12
44,17,81,03
32,16,70,17
16,14,4,15
21,16,62,01
50,14,71,15
85,10,80,15
31,14,38,18
50,07,41,12
71,14,45,14
40,04,35,12
13,07,82,13
27,13,25,16
84,04,50,07
39,08,49,20
31,06,49,12
72,14,24,17
19,17,24,18
65,06,32,17
47,16,85,19
32,11,47,15
