0,1,2,3
1,07,19,10
11,11,18,15
1,18,19,23
11,09,17,15
1,12,2,15
9,07,16,13
1,11,15,13
9,09,8,10
10,04,1,10
24,08,12,17
3,09,9,12
13,02,1,04
9,02,23,10
9,10,29,10
2,13,4,13
1,11,16,14
3,11,16,15
1,09,24,15
9,13,16,13
8,10,21,13
8,07,29,08
29,12,15,12
29,11,3,12
3,12,8,16
2,12,23,13
11,09,23,09
8,13,17,14
18,06,9,12
29,08,8,12
3,09,15,09
14,09,1,17
18,10,13,10
11,14,2,16
1,11,9,11
16,05,18,05
20,18,19,07
24,01,8,04
13,17,19,20
29,05,10,07
29,09,4,14
9,11,15,15
3,11,15,13
17,07,4,11
9,08,8,09
1,05,2,07
29,11,15,14
3,06,18,12
9,11,19,15
1,11,9,15
22,08,23,16
15,07,18,11
1,09,7,15
19,14,15,17
19,08,15,17
16,09,10,16
9,19,18,19
9,15,18,16
17,15,1,16
13,11,3,12
17,15,15,16
9,15,16,16
9,11,28,13
13,11,3,12
17,15,8,15
9,14,12,15
8,16,22,17
17,15,29,15
28,12,14,14
9,15,15,16
17,15,15,16
16,11,15,14
29,13,12,14
17,14,12,15
28,15,15,16
29,14,16,15
8,15,16,16
15,12,28,13
9,12,14,14
9,13,22,14
28,13,22,17
17,15,14,15
17,11,3,13
19,14,15,14
9,15,14,16
8,14,18,15
17,15,16,16
15,14,8,14
23,13,22,15
9,15,1,15
9,11,18,13
8,16,4,19
8,22,3,00
18,16,29,17
1,04,9,08
29,18,3,01
8,09,19,16
19,12,29,16
9,09,19,14
9,13,14,16
19,01,18,06
3,16,17,18
12,11,13,16
24,10,3,14
3,09,9,13
9,17,12,19
8,21,11,21
2,09,19,10
19,21,29,21
1,09,2,09
15,14,29,14
12,08,19,12
29,17,8,17
2,15,9,16
9,08,18,18
17,10,7,13
8,13,17,17
29,10,19,14
3,11,11,21
9,16,18,17
8,13,15,13
8,08,9,12
16,08,1,11
10,13,23,14
19,11,23,13
1,02,23,06
1,09,18,14
9,08,29,11
23,08,2,11
1,11,7,15
12,08,18,08
1,09,9,10
29,08,15,21
19,05,1,09
9,08,15,11
10,16,11,16
23,11,11,12
8,08,1,10
1,12,12,15
23,07,4,12
1,15,29,16
29,17,16,17
8,17,29,17
10,09,3,16
18,17,19,00
7,08,15,12
9,13,10,14
28,06,23,10
10,06,18,13
10,07,9,07
29,05,9,12
17,04,10,10
18,09,3,15
29,10,18,19
10,10,13,15
29,09,3,12
7,09,19,16
1,00,18,11
17,00,4,07
9,10,15,13
28,12,9,22
15,09,1,11
19,17,11,17
29,09,13,18
12,11,17,18
28,17,10,18
29,07,19,16
1,15,15,22
18,11,19,16
15,04,9,11
24,07,23,08
1,03,11,10
15,09,9,10
13,11,29,12
29,11,9,12
9,12,14,16
15,14,12,16
9,11,15,12
9,11,15,13
18,17,3,19
3,12,18,14
4,12,18,13
24,10,15,11
15,11,9,16
3,11,11,22
11,09,10,18
9,10,3,12
29,15,3,16
9,07,10,12
19,13,15,15
29,10,19,14
4,09,8,16
18,10,16,12
29,07,1,09
12,09,9,10
3,11,15,15
6,19,29,19
15,08,1,11
24,05,8,01
19,09,28,10
8,06,12,06
8,12,9,13
29,15,9,15
4,12,8,15
15,16,19,16
19,11,15,14
24,07,2,10
3,13,10,15
1,17,15,18
9,09,19,12
1,11,19,14
29,12,9,13
18,09,9,18
15,08,29,09
1,07,19,16
8,07,19,12
19,09,15,09
15,09,17,15
15,09,29,09
18,10,8,11
12,15,4,15
18,08,22,11
19,06,16,08
11,03,17,06
8,05,3,08
15,14,29,15
10,06,17,10
23,16,1,16
1,08,3,11
29,11,17,16
4,11,10,12
17,10,28,14
8,07,4,15
1,07,8,09
19,11,9,13
9,11,20,15
9,16,10,18
29,08,16,08
4,11,24,11
15,10,4,11
8,08,1,11
